IQ,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,branch_encoded,KT,CGPA_Final,Placement
79.0,1.3430354883546336,0,6.0,2.0,4,2,1,7.3925,0
100.0,5.768512293883369,0,4.821321411023909,4.0,4,1,2,7.397142857142858,0
73.0,2.0,0,3.0,7.0,5,0,0,7.66,1
100.0,9.0,1,3.817885269367334,7.636542538605541,3,1,2,8.04,0
120.0,6.51922383927905,1,5.611433477007285,4.084071867322201,3,1,0,7.754,1
101.0,4.794932464147557,1,10.0,8.665150009080001,4,1,2,9.33,1
107.0,5.8510176692882006,0,4.785544477217439,4.673048562069878,2,2,3,7.79,0
91.0,5.0,1,2.0,6.0,2,1,2,7.44,0
101.0,5.839090699151846,0,5.794649347402768,5.212152761203384,2,4,3,7.154999999999999,1
100.0,7.0,0,1.0,3.0,2,1,0,6.508333333333333,0
100.0,4.0,0,4.852224830126076,3.0,3,2,2,3.5700000000000003,0
120.0,5.973394208096025,0,7.0,5.394731165465732,3,2,3,6.3933333333333335,1
110.0,3.9149214808650186,1,7.0,3.0,4,2,3,5.42,1
126.0,8.654287936797743,1,6.715422523563422,3.0,5,4,6,7.06,1
111.0,4.0,0,7.704253905688592,9.0,0,1,1,4.1433333333333335,1
104.0,5.590722596392027,1,1.0,3.4495413642090593,2,1,3,5.27,0
101.0,6.066633534497285,0,5.7946053764231955,5.379494119853792,2,4,3,8.36,1
76.0,3.3038094674187306,0,4.7635683535912285,8.000296731403353,3,1,2,5.8125,1
96.0,10.0,1,6.7610328321594295,6.0,7,1,0,5.88,1
104.0,5.872682044330059,0,5.088782694153707,5.0,2,2,3,7.638571428571429,0
97.0,7.266008046358348,1,6.0,9.0,5,0,3,5.726666666666667,1
100.0,4.0,0,5.089656252033567,5.276962615028712,2,1,0,7.286666666666666,1
120.0,1.0,0,0.0,0.3009386512828911,0,1,2,9.45,1
104.0,5.499925696688205,1,3.0,5.0,3,2,3,7.720000000000001,1
102.0,7.0,0,9.0,6.525083423683913,3,2,1,7.976666666666667,0
98.0,7.5364435780130705,0,3.0,5.343246786163599,5,1,5,9.77,0
93.0,7.656063145225655,1,0.0,2.008748410688515,4,4,4,5.27,1
95.0,4.891441749052454,0,5.52590619695026,4.883138082283541,3,1,0,5.89,0
107.0,10.0,1,3.0,4.0,4,3,4,5.4,0
87.0,1.0,1,1.0,1.0,0,4,4,1.96,0
100.0,5.20905506896522,0,4.643258444591126,5.372630259411352,3,1,2,7.46,0
99.0,6.45299444907095,1,5.0,5.4139605842837,4,2,4,8.13,0
83.0,3.0,0,2.0,0.9412808611003634,4,4,4,6.208333333333333,1
81.0,1.0,0,9.0,9.0,1,1,1,7.27,0
94.0,1.0,1,10.0,5.0,4,0,1,5.72,0
94.0,8.0558642954757,1,2.0,4.0,1,4,1,6.87919237735572,0
107.0,1.0,0,4.838689604153323,1.0,2,1,2,5.081666666666667,0
101.0,3.0,1,0.0,3.0,2,1,3,5.543333333333333,1
96.0,5.489724371230942,1,5.597311005065947,4.1210997011247095,3,1,0,5.605,0
116.0,9.0,0,2.995371317536332,2.0,4,2,3,7.17,0
94.0,7.578299076828486,0,3.0,4.015603801095946,5,1,0,8.56,1
90.0,5.16796254921244,0,5.106877710836489,5.0,5,1,2,5.19,1
98.0,4.0,0,4.6034536878430075,4.846344172835968,2,1,2,7.77,0
94.0,8.801926092994776,1,3.0,10.0,2,3,4,8.1125,1
91.0,1.0,0,10.0,3.0,5,2,1,7.3675,1
88.0,2.0,1,0.0,1.7386590205961063,4,1,3,6.19,1
98.0,5.8429078287168394,0,1.0,4.173856854823525,2,1,3,7.731428571428571,0
97.0,6.455338798931827,0,5.0,4.943136189083171,4,1,3,7.82,0
126.0,7.607327131522439,0,6.697639638284134,4.0,2,3,1,6.39,1
107.0,9.0,0,3.5594465924686745,7.375251933828853,4,1,5,8.44,0
100.0,5.288364604936234,0,4.643243118606534,5.430956708069576,3,1,2,7.88,0
103.0,5.278166741108734,0,4.860757481933202,5.905723453184343,3,2,3,6.859999999999999,1
106.0,2.825598546785532,0,1.0,3.0,1,1,4,2.92,0
106.0,5.498047385798511,1,4.30353540688505,6.6705053286369065,3,2,5,8.540000000000001,1
101.0,5.731531721923741,0,4.749303748734864,5.855191989610493,3,2,3,9.526666666666666,0
100.0,6.785802614246279,0,5.511126180203373,5.754210613156452,5,1,3,7.266666666666667,1
115.0,3.0,1,5.0,2.5522683520494667,1,2,3,6.425999999999999,0
138.0,9.0,0,6.0,4.0,1,1,1,7.26,0
109.0,2.409697587309399,0,10.0,8.364014630329208,0,1,2,7.84,0
127.0,9.0,1,10.0,3.0,4,3,1,6.76,0
96.0,5.792785014979046,0,3.0,3.7119245087860406,2,1,0,7.62,0
110.0,4.0,0,3.277949919943442,6.712935031946579,0,1,2,6.648333333333333,1
89.0,4.7834177023499045,0,4.836413153121896,7.387115552542834,3,2,3,9.0,1
106.0,10.0,0,4.3164947360816015,7.0,4,1,2,6.586666666666667,0
93.0,5.199857079032839,0,4.0,4.025285901722061,2,2,1,6.6274999999999995,0
125.0,6.177312561640072,0,5.0,3.0,2,2,3,6.72,0
120.0,5.383032382046313,1,3.5989167549184096,4.93484972476427,3,0,3,3.9133333333333327,1
88.0,6.0,1,7.540970203271769,4.7177187269819925,4,4,3,9.85,0
100.0,5.276647152951078,0,4.836124434663077,5.133668566108463,2,2,3,7.103333333333333,0
99.0,6.0,0,4.0,5.0,2,1,1,9.23,0
100.0,5.540912821702328,1,4.0,4.626331242841179,2,2,3,7.35,0
102.0,7.0,0,8.0,6.1295232335344885,4,2,2,5.5525,0
107.0,6.0,0,9.0,7.463644903970604,4,2,3,6.01,1
111.0,3.634713983893093,0,2.4411500320371573,2.0,3,1,5,7.67,0
98.0,7.0,0,5.317751875196471,7.0,3,1,2,2.92,0
96.0,6.0,0,1.0,7.0950414049673505,3,1,5,5.78,1
99.0,7.693071513148279,0,6.503692136976596,5.0,5,2,3,7.316666666666667,0
113.0,3.944558431493842,0,3.824006294261114,5.925713846921074,0,2,3,7.0680000000000005,1
111.0,3.0,0,4.754625963038798,3.0,2,1,2,5.41,1
87.0,4.165168902626277,0,4.950887986566414,1.0,5,1,0,5.890000000000001,0
122.0,1.0,1,10.0,7.0,0,3,3,4.47,0
97.0,6.0,0,0.03241190081157086,5.0,2,3,5,6.94,1
119.0,10.0,1,7.0,3.51733215491924,5,1,0,5.076666666666667,0
139.0,7.523029573691183,0,9.0,4.0,2,3,3,6.565,1
102.0,4.220279610961583,0,4.528868979832307,2.0,1,4,3,7.840000000000001,0
98.0,4.991596298694837,1,3.0,5.377406605460404,2,1,1,8.42,1
114.0,10.0,0,2.8145497930104426,8.0,0,2,2,6.0633333333333335,0
110.0,2.431926996188995,0,3.4236974546170735,3.0,0,2,1,6.78,1
98.0,5.587447743166624,1,5.081238912326157,6.94,2,1,3,5.83,0
96.0,4.296805629548704,1,4.1934438573168045,6.0,2,1,2,6.359999999999999,0
115.0,8.0,0,3.083478408745897,8.26242942203492,0,2,2,7.390000000000001,1
127.0,7.23976105141621,0,3.0,3.0917329685091435,2,1,3,8.42,0
99.0,6.0,1,4.0,5.36915599943794,2,2,3,8.76,0
116.0,5.922229385473752,0,9.0,5.300730491403353,3,2,0,7.36,1
87.0,9.0,0,6.0,1.0,9,1,0,7.59,0
103.0,5.361357792417639,0,4.859451959855615,5.966940783986487,3,2,3,7.3,1
109.0,3.5793529217205418,1,3.265347391569268,1.0,2,2,3,9.44,0
107.0,5.056806836274426,1,9.0,6.14091947690393,3,1,1,6.71,0
104.0,5.046888817400632,1,4.630465018463308,5.9507350715198015,3,1,3,6.246666666666667,1
103.0,5.0,1,10.0,10.0,5,0,2,6.475,0
82.0,2.0,0,4.0,8.0,0,1,2,8.085714285714287,0
115.0,2.0,0,2.5840536403700938,3.0,0,1,2,2.03,1
99.0,5.631035179812638,1,5.002729099477492,6.0,2,2,3,6.883333333333333,0
81.0,3.0,0,8.649374446019266,7.0,5,1,1,5.55,1
93.0,1.0,0,6.213920271441264,6.0,2,1,1,5.97,1
83.0,5.0,1,0.0,5.348063375295972,2,1,1,7.06,1
116.0,5.6365042665093625,0,5.0,4.417712910568179,2,1,3,6.68,0
85.0,10.0,1,1.0,5.0,5,4,4,6.534000000000001,1
124.0,6.851542639709951,1,6.0,4.008948779530947,2,2,3,8.34,0
103.0,8.0,0,4.457964980330935,6.0,3,2,2,6.03,0
101.0,4.334739075434374,1,4.737425235154127,4.460355387717463,2,2,3,2.1,0
105.0,6.36,0,3.928808361294003,6.0,1,2,3,5.845000000000001,0
102.0,7.0,0,9.0,6.525083423683913,3,2,1,7.976666666666667,0
97.0,6.0,0,5.0,4.314337298985521,2,4,3,7.68,0
94.0,6.927373295808959,0,5.890748260223798,10.0,2,1,3,6.587999999999999,0
97.0,5.892544083713901,1,5.0,8.0,2,1,3,8.205,0
112.0,3.9493949132235073,1,3.5045580078355485,2.0,2,1,2,6.99,0
91.0,3.0,1,5.355462432714873,6.0,3,2,3,8.4525,1
104.0,10.0,1,4.0,5.914374308240593,3,1,0,6.532000000000001,0
101.0,4.0,0,4.376830953236176,5.191018618949885,2,2,5,6.68,0
108.0,2.0,1,10.0,8.0,2,1,3,7.81,1
101.0,6.22185718098298,0,7.0,8.0,3,2,2,9.47,1
102.0,4.332623377595599,0,4.41684692582653,4.0,3,1,2,4.773333333333333,0
97.0,3.0,1,1.0,10.0,0,0,2,0.0,1
85.0,10.0,1,2.0,8.7266080448528,4,1,2,5.163333333333333,1
95.0,6.7196007894885135,1,4.0,7.0,3,1,3,7.955,0
109.0,7.0,1,0.0,4.0,3,2,4,5.882,1
97.0,2.0,0,4.506707292343826,4.728444398908998,2,2,5,9.96,0
122.0,6.278422530827985,0,9.0,5.720762682788093,3,1,2,8.84,0
106.0,3.685993467103824,0,1.0,5.637763394812104,0,1,3,6.78,1
117.0,9.0,0,3.875946168728561,4.0,3,1,2,5.88,0
99.0,7.0,1,5.0,7.420883233149716,3,2,6,4.37,0
101.0,5.43087059003728,1,5.42630136123206,5.1391004043807875,3,1,0,6.82,1
108.0,9.0,1,3.9538259512329397,7.060044867789362,4,0,2,5.27,0
100.0,4.7195191706465565,1,4.807284230818773,4.6470344574483935,2,2,3,4.05,0
61.0,2.0,1,4.0,10.0,0,4,5,8.356666666666667,0
104.0,3.2772109706275003,0,3.6689686771298184,5.610373605682502,0,1,2,6.1899999999999995,0
59.0,5.0,0,3.0,4.0,9,0,3,5.816666666666666,0
98.0,5.34040166022362,1,6.058846793477535,2.0,2,4,0,4.0025,0
63.0,6.0,1,0.0,7.0,4,1,0,6.0,1
101.0,8.0,0,5.008273600615237,5.778082689999529,3,2,2,5.89,0
104.0,4.710301109790812,1,10.0,6.377665000279158,3,1,1,6.23,0
102.0,5.170110494167041,0,4.955223124190777,5.660139126855878,3,2,3,5.33,1
111.0,9.0,0,4.059278252769516,6.0,4,2,3,9.04,1
97.0,4.0,0,5.98695537105937,4.516033314346057,4,1,1,5.8,1
89.0,2.155911203414366,0,7.0,7.65231719864196,0,1,0,7.246666666666667,0
92.0,7.0,0,3.3071116032131336,8.191563540001635,1,2,2,6.18,0
108.0,9.0,0,4.579410375730017,7.354507354460647,4,2,3,8.03,1
87.0,6.0,0,4.0,9.0,1,1,1,5.81,0
103.0,5.1298885189703896,1,10.0,5.852900461778399,3,2,1,7.22,0
95.0,5.0,0,5.628808265108063,4.405914881497633,4,1,3,7.58,0
101.0,4.171086132244842,0,4.375665053005655,5.230251159519719,1,2,3,6.282499999999999,0
113.0,7.0,1,2.630163849629483,2.0,4,1,3,9.76,0
91.0,7.340764690165493,1,6.584564547671427,9.0,2,1,0,7.701666666666667,0
91.0,4.699841399361993,0,6.0,7.879388439376586,3,1,2,9.4,1
103.0,5.6405860369135326,0,4.509159913952011,5.284242156640628,3,1,3,8.67,0
89.0,4.930211204420516,0,4.0,7.0,2,1,3,5.98,0
108.0,8.954160731444087,1,4.0,1.9593052469533436,5,3,4,9.77,0
111.0,5.71583535913199,1,4.739458471704491,5.351113102953786,3,1,2,7.156666666666666,1
97.0,5.310683479708615,0,5.412871195381747,4.382037085959983,2,1,0,6.57,0
115.0,1.0960127371239956,0,10.0,1.0,4,2,5,7.7780000000000005,0
114.0,7.0,1,2.0,2.43525573700769,4,1,5,6.390000000000001,0
100.0,3.0,1,10.0,5.391596186952899,5,1,2,5.616666666666667,1
98.0,4.764198586739468,0,4.0,4.443333189562244,1,3,3,6.72,0
100.0,5.078530714251599,1,4.952832978386901,4.709498997213391,2,2,2,5.76,0
79.0,4.0,1,0.0,9.0,4,0,1,7.24,0
94.0,6.774787438822884,0,6.735571803345813,4.343611782428457,4,4,3,6.260000000000001,0
127.0,9.0,1,1.2576299330513407,6.0,0,3,4,8.95,1
99.0,3.0,1,5.548126931470417,4.482352202189141,2,1,0,6.765000000000001,1
90.0,7.472345046131164,0,6.61314535015617,8.0,3,3,3,6.647499999999999,0
100.0,10.0,0,5.0,10.0,2,1,3,5.4433333333333325,1
98.0,1.6119460034034248,0,2.9946216584030516,3.0,0,2,2,4.59,0
102.0,5.292585547849438,1,8.0,6.0,3,2,0,5.964,1
116.0,6.0,1,4.769868210640418,3.8961100854199913,2,2,3,7.81,0
108.0,7.619564585071807,0,5.23107213783609,10.0,2,2,5,8.37,1
113.0,6.201134931215339,0,5.34658387281581,4.0,2,1,1,5.49,0
98.0,6.093487690545743,0,9.0,8.0,4,2,4,7.382,0
120.0,9.0,1,4.0,2.0,5,2,5,7.9,0
91.0,3.0,0,6.269681159139967,3.6973546504513752,2,4,3,7.12,0
140.0,6.0,0,1.0,9.0,2,0,2,6.48,1
122.0,6.714949376531333,0,4.384531633536664,7.0,2,2,6,5.4,1
117.0,7.747776839049557,0,8.63,8.0,2,2,3,7.1,0
89.0,4.066343978376388,1,4.4917259583231015,5.0,3,2,2,6.774000000000001,0
102.0,2.0,1,3.0,1.0,1,1,0,6.3100000000000005,0
95.0,5.0,1,6.04481766366381,4.421585313126263,5,1,3,7.724285714285714,0
73.0,3.8139176135717143,1,3.211828198536903,8.969019389033104,4,1,5,6.007142857142857,1
98.0,10.0,1,5.0976948065354435,9.0,3,2,3,6.52,0
104.0,4.8108458592251075,1,0.0,3.0,2,1,3,5.5,1
92.0,6.318087150934019,0,9.0,10.0,2,2,1,7.55,0
91.0,4.644124771535907,1,4.2419479977157835,6.483766640062836,3,1,3,7.66,0
83.0,5.03,1,7.132754199283557,6.0225265069212135,4,4,3,7.5,1
99.0,5.451097983351044,1,5.016371935133645,5.132677454974516,2,2,3,7.8925,0
102.0,4.0,0,0.0,3.8223611666877915,2,1,3,5.956,1
94.0,5.455358780953748,1,5.5096244601415165,5.053092441503512,3,1,1,7.81,0
93.0,2.0,0,5.982479577125709,3.1392774109443344,1,4,3,6.978,0
94.0,4.0,0,3.8448026605184715,5.743346754850064,2,2,5,7.71,0
102.0,5.130743195225399,1,4.503420530218712,5.340649102690696,2,2,4,6.581999999999999,0
98.0,4.74437967216836,0,0.0,3.126387458300357,0,4,5,5.21,0
80.0,1.0,1,3.287366520200951,5.4605174066274635,1,1,2,0.24,0
112.0,5.0,1,1.0,6.0,0,3,5,8.38,0
89.0,9.0,1,2.0,5.725677820769384,5,1,3,3.6533333333333338,0
102.0,4.275596087893884,1,5.0,5.595522159916975,1,2,3,7.42,0
120.0,10.0,0,2.76419870274637,1.0,4,2,2,7.7,0
97.0,6.770636202045779,0,5.0,4.717842623115082,5,1,3,6.27,0
99.0,4.7689583576290815,0,10.0,6.277208918728004,3,1,0,7.608,0
118.0,5.417569102139591,1,3.961012127565205,4.5508507656881125,1,1,3,8.74,0
105.0,3.4685180211022804,1,7.0,3.0,3,2,2,4.37,0
88.0,7.430797146823345,1,0.0,1.1879945013024393,5,1,0,3.0400000000000005,0
78.0,5.0,1,5.0,5.0,4,4,5,8.68,0
106.0,2.4688581022120495,0,6.0,6.0,0,1,2,7.24,0
105.0,6.0,0,7.0,6.778843993247355,3,1,3,6.03,0
94.0,7.355556619476719,0,0.0,9.0,2,1,6,8.49,0
106.0,9.0,0,0.0,1.0,3,3,3,9.23,0
96.0,4.727892975655845,0,4.5541563695572265,5.44996257560074,3,1,2,6.01,0
97.0,5.494127582613309,0,5.41065563988537,4.516592994180948,2,1,0,7.54,0
103.0,6.346191380852272,1,4.924420585212015,6.0,5,0,3,7.505000000000001,1
100.0,5.278029872975637,0,4.742814178422709,5.239304790276513,3,1,2,7.65,0
92.0,1.0,0,0.0,8.0,0,0,7,6.18,0
75.0,3.9772437078423053,1,6.220291027458103,5.9344591615394435,2,4,3,5.62,0
99.0,5.381429488604756,0,4.963234907586084,5.026781499690534,2,2,2,7.49,0
100.0,5.376114520134237,1,2.0,4.2182713437053945,2,1,3,5.86,0
100.0,4.971192716364101,0,4.732210457218052,5.0,2,1,2,5.97,0
96.0,0.0,1,10.0,5.0,0,1,5,9.87,0
91.0,7.744883890636249,1,3.0,9.0,1,2,3,5.916,0
104.0,9.0,0,0.0,7.0,3,1,6,5.75,0
101.0,1.0,1,0.0,2.0,1,1,3,5.699999999999999,1
136.0,5.829324009186852,0,6.27064676838695,2.887592705119552,0,3,1,7.09,1
102.0,4.0,0,3.6731070732054363,5.724877660824081,3,1,6,6.906666666666666,0
88.0,4.0,1,6.0,8.758366663717362,0,2,2,9.64,0
96.0,6.377328884929238,1,3.0,4.6668768329457,4,1,1,8.25,1
108.0,3.0,1,7.0,1.0,3,2,2,8.064,0
101.0,3.826245782334702,1,4.709176650388688,4.997200800856696,0,1,0,7.85,0
103.0,8.0,1,4.524794803187056,7.0,3,1,3,6.542,0
104.0,4.080213700720538,0,3.8758337546575383,7.0,0,2,4,9.44,0
111.0,2.7383983967715118,1,6.0,3.0,4,1,3,6.477499999999999,1
110.0,3.0,0,5.813161716964522,5.0,1,1,3,6.919999999999999,0
120.0,5.97831489286208,0,5.0,5.839685528569563,3,1,5,7.12,0
102.0,5.529375779424555,1,5.537896008233748,5.279561874346875,3,2,1,7.13,1
101.0,4.377643692462243,0,7.0,5.51095588344274,3,2,3,3.84,0
103.0,6.0,1,4.4012320432826115,5.0,3,1,3,7.116666666666667,0
99.0,3.0428780918081486,1,8.0,4.0,3,2,3,5.69,0
107.0,4.378604628127793,1,4.008406796975088,1.0,4,2,4,4.782,0
108.0,5.082500935499926,0,3.5853496428401357,6.987115786121038,3,1,6,6.73,1
128.0,6.0,0,4.5200498525859985,2.8909037679887284,2,1,3,6.48,0
102.0,5.0,1,4.421536241177581,5.100614909475322,3,1,3,5.18,0
119.0,10.0,1,4.0,2.0,3,2,0,6.5840000000000005,0
96.0,6.984293348224163,0,6.197494100883407,10.0,2,2,3,6.3775,1
99.0,10.0,0,5.619489482630737,8.0,3,1,0,5.640000000000001,0
105.0,7.0,0,7.0,7.2754654200469595,4,0,2,6.63,0
101.0,5.513342551370126,0,4.456805475732665,5.251696501055871,4,1,5,3.7925000000000004,0
96.0,0.5648748009937599,0,10.0,5.0,4,1,5,9.87,0
97.0,5.558425723044287,0,5.752213176636893,4.23940443258391,2,4,3,5.93,0
101.0,2.0,1,6.0,5.313454739401866,2,1,3,8.516,1
103.0,4.972302954799776,0,4.6602067193412395,1.0,2,4,2,8.86,0
110.0,1.8649051222966975,1,10.0,7.9630460368445215,0,1,2,4.453333333333333,0
98.0,5.1862826236041,0,5.555227854972486,1.0,3,3,0,5.56,0
151.0,8.0,1,10.0,1.0,0,4,0,5.6625,0
105.0,3.656064245983888,1,7.0,4.0,2,2,2,6.83,0
102.0,10.0,1,5.308008780875674,7.0,3,2,0,4.91,0
107.0,3.0,1,8.0,4.0,3,2,2,8.183333333333332,1
100.0,4.529731126927729,0,4.643389718947123,4.8730364521542135,2,1,2,3.8625,0
98.0,4.488279900729552,0,6.0,4.229651921696956,2,1,0,3.35,0
99.0,3.0,1,3.0,4.232372187502751,2,1,3,7.223999999999999,0
101.0,5.008255956508393,0,4.377003755942603,5.612217582424709,2,1,3,8.55,0
78.0,1.2324465079576683,1,2.958111774467948,8.641280611624197,0,0,0,6.346666666666667,1
96.0,2.0,1,5.39282994091236,3.0,4,0,2,5.764,0
96.0,7.622574996964467,0,7.0,9.0,2,4,3,5.825,1
95.0,5.610257791034911,1,5.433804728955067,10.0,1,1,3,5.58,0
101.0,3.839035107919056,1,7.0,6.0,1,1,0,6.56,0
97.0,7.0,0,5.647588495665126,5.155289051190856,5,1,3,8.68,0
104.0,5.257499696257,1,4.6304243194598165,6.105624196289998,3,1,3,7.361999999999999,1
98.0,5.540422561524384,0,0.0,3.287394404555677,2,1,2,5.72,0
96.0,7.0,0,5.373268192101889,8.0,2,2,3,8.566666666666665,0
94.0,4.73713836200319,0,5.3166460254710906,4.861172530973516,2,1,1,5.52,0
98.0,5.271417223386933,1,0.0,3.4221563278630676,2,1,3,4.9433333333333325,0
111.0,8.0,0,3.4226959269818664,2.0,3,1,0,6.760000000000001,0
101.0,4.947469280475939,0,8.0,6.138096810008651,3,2,2,6.99,0
100.0,5.240093509194132,0,4.836698073151712,5.106770041968126,2,2,3,6.91,0
71.0,4.0,0,0.0,9.0,0,1,2,7.08,0
112.0,5.0,0,3.603452254085216,1.0,3,2,1,9.31,1
139.0,9.0,0,6.0,1.0,3,1,1,5.074999999999999,0
83.0,2.0086560218281413,0,3.835587430101807,2.0,3,2,2,6.71,0
99.0,5.806872405773468,0,4.963258403936528,6.0,2,2,3,8.25,0
88.0,5.0,0,7.0,2.0,5,2,1,7.695,0
120.0,6.937468965846595,0,10.0,4.640567508292525,4,2,3,6.76,0
122.0,7.0,0,1.7382409320136496,6.0,0,1,2,7.164999999999999,1
120.0,8.260291659837325,0,6.152248470520799,8.69,2,2,3,4.0,1
91.0,7.208446755319883,1,7.0,10.0,3,1,3,6.353333333333333,0
115.0,5.221404508231998,0,3.9555488187441306,5.692217024676001,2,2,5,5.93,1
96.0,6.072421612716823,0,3.0,3.3513791180315717,1,4,3,6.765,0
106.0,9.0,1,4.315203925306271,6.441508433243275,3,1,3,4.786666666666666,0
100.0,4.8520245761004155,1,4.672310041729013,5.022975559909785,2,2,3,6.29,0
79.0,3.590945060805378,0,10.0,9.723723873088225,3,3,5,6.92,0
87.0,1.0,1,6.0,4.451706351218473,2,2,2,5.932499999999999,0
88.0,9.0,0,5.0,9.0,5,1,3,6.869999999999999,0
129.0,6.501068602354284,1,4.0,1.4357288851470837,1,1,1,2.813333333333333,0
100.0,4.856867157085254,1,4.0,4.610217198837692,2,2,3,4.37,0
97.0,6.676471377837782,1,1.0,3.0,3,2,3,7.046666666666667,0
103.0,4.192138151050941,1,9.0,4.0,3,3,2,6.065714285714286,0
105.0,3.915879179401216,1,2.0,5.0,1,2,6,6.862,0
102.0,5.217472125173732,0,3.935866267566883,6.870862528299245,3,1,4,8.19,1
120.0,4.479343910818727,0,4.092313751669575,3.8567538441499316,0,2,3,5.05,0
113.0,3.219388692099706,0,9.0,9.718700310995427,2,0,4,6.9239999999999995,1
99.0,2.0,0,5.258464445048222,5.0,2,1,2,2.99,1
93.0,4.0,1,3.0,7.0,2,1,3,7.94,0
78.0,4.0,1,5.0,10.0,0,1,0,7.77,0
100.0,6.0,1,3.7089740560436084,6.063749683618596,3,1,4,7.2,0
74.0,9.0,0,5.066571986950784,8.913399965256442,4,1,0,6.46,0
100.0,5.259460126993613,1,5.0,5.051926968048631,2,2,3,6.638333333333333,0
96.0,6.2868279000816365,0,9.0,5.169609825958801,5,1,0,6.670000000000001,0
97.0,5.700348772665755,0,5.366081238416669,6.0,2,1,1,6.4675,0
104.0,5.384110127148233,0,4.2798401819522525,6.141523057356224,3,2,6,6.705,0
80.0,4.0,0,2.0,5.0,2,1,2,5.3,0
101.0,4.686933220071801,0,8.0,6.45022554070264,3,1,2,6.9175,0
99.0,4.580785071922332,0,4.881951021521338,4.563418577360515,3,0,0,4.48,0
115.0,7.12801678739212,0,5.538658523621514,8.0,2,1,3,8.341999999999999,1
103.0,5.650305794104245,1,0.0,4.501000638423651,2,1,3,6.382000000000001,1
92.0,5.0,0,5.282179621850627,6.374531049136209,3,1,1,5.9799999999999995,1
96.0,6.0379300933575415,1,6.304577421579108,5.0,2,4,2,3.7733333333333334,0
107.0,4.4028336378486195,0,4.157254807690432,4.0,3,1,2,7.248333333333332,1
120.0,6.946660850556228,0,4.0,3.744968418971469,2,2,3,8.97,0
100.0,5.0,0,2.0,4.667221649140497,4,1,5,5.98,1
89.0,4.52831921412956,1,4.874406780312917,5.809290790984104,3,2,3,6.56,0
103.0,5.534741188371587,1,3.8234490896041287,6.31178852996568,3,1,5,9.83,0
91.0,2.0,0,6.001573804832738,3.3607635915709793,1,4,3,7.614,0
93.0,5.0,1,8.0,4.008836660844976,7,1,5,5.85,0
97.0,5.493181994454005,0,5.410667060274534,4.5158994070251754,2,1,0,7.535,0
76.0,10.0,1,9.641283789069643,10.0,5,4,2,6.33,0
100.0,6.736951240085872,1,5.554243659019626,5.51591837267128,5,1,3,6.76,1
95.0,5.977928688256373,1,5.326115391764326,9.44,1,2,3,8.255,0
104.0,5.520788759690625,1,4.755267624871664,4.763107737907969,2,2,3,7.01,0
117.0,6.0,0,3.0,8.0,0,0,3,7.943333333333334,0
106.0,6.209513092505134,1,4.135028934133246,6.952211152158384,4,1,5,9.27,1
104.0,3.0,1,3.987695629557951,3.0,3,0,2,3.41,0
99.0,5.793668670003218,0,5.059364919851177,5.29668098577428,2,3,4,8.71,0
104.0,5.0,0,5.0,5.669454934470348,1,2,2,4.456666666666667,0
83.0,2.7153002440267606,1,3.900749693175417,4.0,3,1,2,6.1850000000000005,0
112.0,8.0,1,3.5863126024973333,7.788076563731429,2,1,2,8.04,1
98.0,5.360247412028112,0,5.08168957774588,6.0,2,2,3,5.18,0
87.0,2.3331617861108924,1,3.434237948675282,5.0,0,2,1,9.93,0
104.0,4.069033431508341,0,4.133487147537558,2.0,3,2,2,6.448,0
99.0,3.4931756539337755,0,2.0,3.0,3,1,2,5.875,1
109.0,7.114253229417457,1,5.82552623476613,7.0,3,1,3,6.324999999999999,1
104.0,3.0,1,10.0,6.570273791183158,3,2,3,5.86,1
110.0,8.0,1,3.681535614423467,4.0,4,1,2,5.435,0
97.0,5.730849192247639,1,7.0,5.013379644138187,3,2,0,8.84,0
81.0,3.0,0,0.4019685940460427,5.0,1,2,2,9.16,1
131.0,8.0,1,1.0,4.0,0,0,1,6.9,0
96.0,6.496944616919855,0,5.603610689216474,4.8986961547768075,4,1,1,8.97,0
131.0,2.0,1,1.0,0.0,5,1,9,6.92,2
99.0,5.533054220605873,1,5.0,5.131299141989384,3,1,2,7.3999999999999995,0
101.0,1.0,0,10.0,5.370389033675259,3,2,2,3.908,1
111.0,10.0,0,3.4021407818163922,7.853267847405229,1,2,2,6.98,0
75.0,3.8386982567830543,1,4.6628687679189795,7.274453425463708,3,1,2,8.14,0
97.0,6.0,0,6.138346410163916,8.0,2,1,0,6.83,1
95.0,6.557976026538441,1,5.797354916309136,4.592576111544716,5,1,3,5.82,0
125.0,6.826324740967955,0,5.696204898271663,3.2036181957125667,2,3,3,6.2225,0
79.0,2.1990387211319913,1,3.0671961616861587,7.949630565011584,0,1,2,8.306666666666667,0
99.0,2.010043880254198,0,2.4689394851285833,1.0,3,2,6,6.747999999999999,0
71.0,5.0,0,10.0,9.27470274687309,5,2,0,6.91,1
120.0,9.04824380034232,1,4.0,8.0,1,3,5,6.806,1
105.0,8.0,0,4.435884989976174,10.0,2,1,3,7.947999999999999,1
107.0,6.0,0,3.5534435299244436,6.3116627457738215,0,2,2,5.71,0
118.0,8.54045436446772,1,7.546795100775551,2.0609781299598673,5,1,0,7.112,0
93.0,8.683848889575202,1,2.0,9.0,2,1,0,6.086666666666666,1
